Key:Lower:Value:Upper:Fixed:Stale:Domain,
(304,80):0:1.0:1:False:False:Binary
(304,81):0:-0.0:1:False:False:Binary
(304,82):0:-0.0:1:False:False:Binary
(304,83):0:1.0:1:False:False:Binary
(304,84):0:-0.0:1:False:False:Binary
(304,85):0:-0.0:1:False:False:Binary
(304,86):0:1.0:1:False:False:Binary
(304,87):0:-0.0:1:False:False:Binary
(304,88):0:1.0:1:False:False:Binary
(304,89):0:1.0:1:False:False:Binary
(304,90):0:-0.0:1:False:False:Binary
(304,91):0:-0.0:1:False:False:Binary
(304,92):0:-0.0:1:False:False:Binary
(304,93):0:0:1:True:True:Binary
(304,94):0:0:1:True:True:Binary
(304,95):0:0:1:True:True:Binary
(304,96):0:0:1:True:True:Binary
(305,1):0:0:1:True:True:Binary
(305,2):0:0:1:True:True:Binary
(305,3):0:0:1:True:True:Binary
(305,4):0:0:1:True:True:Binary
(305,5):0:0:1:True:True:Binary
(305,6):0:0:1:True:True:Binary
(305,7):0:0:1:True:True:Binary
(305,8):0:-0.0:1:False:False:Binary
(305,9):0:-0.0:1:False:False:Binary
(305,10):0:1.0:1:False:False:Binary
(305,11):0:-0.0:1:False:False:Binary
(305,12):0:-0.0:1:False:False:Binary
(305,13):0:-0.0:1:False:False:Binary
(305,14):0:-0.0:1:False:False:Binary
(305,15):0:-0.0:1:False:False:Binary
(305,16):0:-0.0:1:False:False:Binary
(305,17):0:-0.0:1:False:False:Binary
(305,18):0:-0.0:1:False:False:Binary
(305,19):0:-0.0:1:False:False:Binary
(305,20):0:-0.0:1:False:False:Binary
(305,21):0:-0.0:1:False:False:Binary
(305,22):0:-0.0:1:False:False:Binary
(305,23):0:-0.0:1:False:False:Binary
(305,24):0:-0.0:1:False:False:Binary
(305,25):0:-0.0:1:False:False:Binary
(305,26):0:1.0:1:False:False:Binary
(305,27):0:1.0:1:False:False:Binary
(305,28):0:-0.0:1:False:False:Binary
(305,29):0:1.0:1:False:False:Binary
(305,30):0:-0.0:1:False:False:Binary
(305,31):0:1.0:1:False:False:Binary
(305,32):0:1.0:1:False:False:Binary
(305,33):0:1.0:1:False:False:Binary
(305,34):0:-0.0:1:False:False:Binary
(305,35):0:-0.0:1:False:False:Binary
(305,36):0:1.0:1:False:False:Binary
(305,37):0:1.0:1:False:False:Binary
(305,38):0:1.0:1:False:False:Binary
(305,39):0:-0.0:1:False:False:Binary
(305,40):0:1.0:1:False:False:Binary
(305,41):0:1.0:1:False:False:Binary
(305,42):0:1.0:1:False:False:Binary
(305,43):0:1.0:1:False:False:Binary
(305,44):0:-0.0:1:False:False:Binary
(305,45):0:1.0:1:False:False:Binary
(305,46):0:1.0:1:False:False:Binary
(305,47):0:1.0:1:False:False:Binary
(305,48):0:1.0:1:False:False:Binary
(305,49):0:-0.0:1:False:False:Binary
(305,50):0:-0.0:1:False:False:Binary
(305,51):0:-0.0:1:False:False:Binary
(305,52):0:-0.0:1:False:False:Binary
(305,53):0:-0.0:1:False:False:Binary
(305,54):0:1.0:1:False:False:Binary
(305,55):0:-0.0:1:False:False:Binary
(305,56):0:-0.0:1:False:False:Binary
(305,57):0:-0.0:1:False:False:Binary
(305,58):0:-0.0:1:False:False:Binary
(305,59):0:1.0:1:False:False:Binary
(305,60):0:1.0:1:False:False:Binary
(305,61):0:1.0:1:False:False:Binary
(305,62):0:1.0:1:False:False:Binary
(305,63):0:-0.0:1:False:False:Binary
(305,64):0:1.0:1:False:False:Binary
(305,65):0:1.0:1:False:False:Binary
(305,66):0:1.0:1:False:False:Binary
(305,67):0:1.0:1:False:False:Binary
(305,68):0:1.0:1:False:False:Binary
(305,69):0:1.0:1:False:False:Binary
(305,70):0:1.0:1:False:False:Binary
(305,71):0:1.0:1:False:False:Binary
(305,72):0:1.0:1:False:False:Binary
(305,73):0:1.0:1:False:False:Binary
(305,74):0:1.0:1:False:False:Binary
(305,75):0:1.0:1:False:False:Binary
(305,76):0:1.0:1:False:False:Binary
(305,77):0:1.0:1:False:False:Binary
(305,78):0:-0.0:1:False:False:Binary
(305,79):0:1.0:1:False:False:Binary
(305,80):0:-0.0:1:False:False:Binary
(305,81):0:1.0:1:False:False:Binary
(305,82):0:1.0:1:False:False:Binary
(305,83):0:1.0:1:False:False:Binary
(305,84):0:1.0:1:False:False:Binary
(305,85):0:1.0:1:False:False:Binary
(305,86):0:-0.0:1:False:False:Binary
(305,87):0:1.0:1:False:False:Binary
(305,88):0:0:1:True:True:Binary
(305,89):0:0:1:True:True:Binary
(305,90):0:0:1:True:True:Binary
(305,91):0:0:1:True:True:Binary
(305,92):0:0:1:True:True:Binary
(305,93):0:0:1:True:True:Binary
(305,94):0:0:1:True:True:Binary
(305,95):0:0:1:True:True:Binary
(305,96):0:0:1:True:True:Binary
(306,1):0:0:1:True:True:Binary
(306,2):0:0:1:True:True:Binary
(306,3):0:0:1:True:True:Binary
(306,4):0:0:1:True:True:Binary
(306,5):0:0:1:True:True:Binary
(306,6):0:1.0:1:False:False:Binary
(306,7):0:1.0:1:False:False:Binary
(306,8):0:-0.0:1:False:False:Binary
(306,9):0:-0.0:1:False:False:Binary
(306,10):0:-0.0:1:False:False:Binary
(306,11):0:1.0:1:False:False:Binary
(306,12):0:-0.0:1:False:False:Binary
(306,13):0:1.0:1:False:False:Binary
(306,14):0:-0.0:1:False:False:Binary
(306,15):0:-0.0:1:False:False:Binary
(306,16):0:-0.0:1:False:False:Binary
(306,17):0:1.0:1:False:False:Binary
(306,18):0:-0.0:1:False:False:Binary
(306,19):0:1.0:1:False:False:Binary
(306,20):0:1.0:1:False:False:Binary
(306,21):0:1.0:1:False:False:Binary
(306,22):0:-0.0:1:False:False:Binary
(306,23):0:1.0:1:False:False:Binary
(306,24):0:-0.0:1:False:False:Binary
(306,25):0:1.0:1:False:False:Binary
(306,26):0:-0.0:1:False:False:Binary
(306,27):0:-0.0:1:False:False:Binary
(306,28):0:1.0:1:False:False:Binary
(306,29):0:-0.0:1:False:False:Binary
(306,30):0:1.0:1:False:False:Binary
(306,31):0:1.0:1:False:False:Binary
(306,32):0:1.0:1:False:False:Binary
(306,33):0:1.0:1:False:False:Binary
(306,34):0:1.0:1:False:False:Binary
(306,35):0:1.0:1:False:False:Binary
(306,36):0:1.0:1:False:False:Binary
(306,37):0:1.0:1:False:False:Binary
(306,38):0:1.0:1:False:False:Binary
(306,39):0:1.0:1:False:False:Binary
(306,40):0:1.0:1:False:False:Binary
(306,41):0:-0.0:1:False:False:Binary
(306,42):0:1.0:1:False:False:Binary
(306,43):0:1.0:1:False:False:Binary
(306,44):0:1.0:1:False:False:Binary
(306,45):0:1.0:1:False:False:Binary
(306,46):0:1.0:1:False:False:Binary
(306,47):0:1.0:1:False:False:Binary
(306,48):0:1.0:1:False:False:Binary
(306,49):0:1.0:1:False:False:Binary
(306,50):0:1.0:1:False:False:Binary
(306,51):0:1.0:1:False:False:Binary
(306,52):0:1.0:1:False:False:Binary
(306,53):0:1.0:1:False:False:Binary
(306,54):0:1.0:1:False:False:Binary
(306,55):0:-0.0:1:False:False:Binary
(306,56):0:1.0:1:False:False:Binary
(306,57):0:1.0:1:False:False:Binary
(306,58):0:1.0:1:False:False:Binary
(306,59):0:1.0:1:False:False:Binary
(306,60):0:1.0:1:False:False:Binary
(306,61):0:1.0:1:False:False:Binary
(306,62):0:1.0:1:False:False:Binary
(306,63):0:1.0:1:False:False:Binary
(306,64):0:1.0:1:False:False:Binary
(306,65):0:1.0:1:False:False:Binary
(306,66):0:-0.0:1:False:False:Binary
(306,67):0:1.0:1:False:False:Binary
(306,68):0:1.0:1:False:False:Binary
(306,69):0:1.0:1:False:False:Binary
(306,70):0:1.0:1:False:False:Binary
(306,71):0:1.0:1:False:False:Binary
(306,72):0:1.0:1:False:False:Binary
(306,73):0:-0.0:1:False:False:Binary
(306,74):0:1.0:1:False:False:Binary
(306,75):0:1.0:1:False:False:Binary
(306,76):0:1.0:1:False:False:Binary
(306,77):0:1.0:1:False:False:Binary
(306,78):0:-0.0:1:False:False:Binary
(306,79):0:1.0:1:False:False:Binary
(306,80):0:1.0:1:False:False:Binary
(306,81):0:-0.0:1:False:False:Binary
(306,82):0:-0.0:1:False:False:Binary
(306,83):0:-0.0:1:False:False:Binary
(306,84):0:1.0:1:False:False:Binary
(306,85):0:-0.0:1:False:False:Binary
(306,86):0:1.0:1:False:False:Binary
(306,87):0:-0.0:1:False:False:Binary
(306,88):0:1.0:1:False:False:Binary
(306,89):0:1.0:1:False:False:Binary
(306,90):0:-0.0:1:False:False:Binary
(306,91):0:1.0:1:False:False:Binary
(306,92):0:1.0:1:False:False:Binary
(306,93):0:1.0:1:False:False:Binary
(306,94):0:0:1:True:True:Binary
(306,95):0:0:1:True:True:Binary
(306,96):0:0:1:True:True:Binary
(307,1):0:0:1:True:True:Binary
(307,2):0:0:1:True:True:Binary
(307,3):0:0:1:True:True:Binary
(307,4):0:0:1:True:True:Binary
(307,5):0:0:1:True:True:Binary
(307,6):0:-0.0:1:False:False:Binary
(307,7):0:-0.0:1:False:False:Binary
(307,8):0:-0.0:1:False:False:Binary
(307,9):0:-0.0:1:False:False:Binary
(307,10):0:-0.0:1:False:False:Binary
(307,11):0:-0.0:1:False:False:Binary
(307,12):0:-0.0:1:False:False:Binary
(307,13):0:-0.0:1:False:False:Binary
(307,14):0:-0.0:1:False:False:Binary
(307,15):0:-0.0:1:False:False:Binary
(307,16):0:-0.0:1:False:False:Binary
(307,17):0:-0.0:1:False:False:Binary
(307,18):0:-0.0:1:False:False:Binary
(307,19):0:-0.0:1:False:False:Binary
(307,20):0:-0.0:1:False:False:Binary
(307,21):0:-0.0:1:False:False:Binary
(307,22):0:-0.0:1:False:False:Binary
(307,23):0:1.0:1:False:False:Binary
(307,24):0:-0.0:1:False:False:Binary
(307,25):0:-0.0:1:False:False:Binary
(307,26):0:-0.0:1:False:False:Binary
(307,27):0:-0.0:1:False:False:Binary
(307,28):0:-0.0:1:False:False:Binary
(307,29):0:-0.0:1:False:False:Binary
(307,30):0:-0.0:1:False:False:Binary
(307,31):0:1.0:1:False:False:Binary
(307,32):0:1.0:1:False:False:Binary
(307,33):0:1.0:1:False:False:Binary
(307,34):0:1.0:1:False:False:Binary
(307,35):0:1.0:1:False:False:Binary
(307,36):0:1.0:1:False:False:Binary
(307,37):0:1.0:1:False:False:Binary
(307,38):0:1.0:1:False:False:Binary
(307,39):0:-0.0:1:False:False:Binary
(307,40):0:-0.0:1:False:False:Binary
(307,41):0:1.0:1:False:False:Binary
(307,42):0:-0.0:1:False:False:Binary
(307,43):0:-0.0:1:False:False:Binary
(307,44):0:-0.0:1:False:False:Binary
(307,45):0:-0.0:1:False:False:Binary
(307,46):0:-0.0:1:False:False:Binary
(307,47):0:-0.0:1:False:False:Binary
(307,48):0:-0.0:1:False:False:Binary
(307,49):0:-0.0:1:False:False:Binary
(307,50):0:-0.0:1:False:False:Binary
(307,51):0:1.0:1:False:False:Binary
(307,52):0:-0.0:1:False:False:Binary
(307,53):0:-0.0:1:False:False:Binary
(307,54):0:-0.0:1:False:False:Binary
(307,55):0:-0.0:1:False:False:Binary
(307,56):0:-0.0:1:False:False:Binary
(307,57):0:-0.0:1:False:False:Binary
(307,58):0:-0.0:1:False:False:Binary
(307,59):0:-0.0:1:False:False:Binary
(307,60):0:-0.0:1:False:False:Binary
(307,61):0:-0.0:1:False:False:Binary
(307,62):0:-0.0:1:False:False:Binary
(307,63):0:-0.0:1:False:False:Binary
(307,64):0:-0.0:1:False:False:Binary
(307,65):0:-0.0:1:False:False:Binary
(307,66):0:1.0:1:False:False:Binary
(307,67):0:1.0:1:False:False:Binary
(307,68):0:1.0:1:False:False:Binary
(307,69):0:1.0:1:False:False:Binary
(307,70):0:1.0:1:False:False:Binary
(307,71):0:1.0:1:False:False:Binary
(307,72):0:1.0:1:False:False:Binary
(307,73):0:1.0:1:False:False:Binary
(307,74):0:1.0:1:False:False:Binary
(307,75):0:1.0:1:False:False:Binary
(307,76):0:1.0:1:False:False:Binary
(307,77):0:1.0:1:False:False:Binary
(307,78):0:1.0:1:False:False:Binary
(307,79):0:1.0:1:False:False:Binary
(307,80):0:1.0:1:False:False:Binary
(307,81):0:-0.0:1:False:False:Binary
(307,82):0:1.0:1:False:False:Binary
(307,83):0:1.0:1:False:False:Binary
(307,84):0:1.0:1:False:False:Binary
(307,85):0:1.0:1:False:False:Binary
(307,86):0:1.0:1:False:False:Binary
(307,87):0:1.0:1:False:False:Binary
(307,88):0:1.0:1:False:False:Binary
(307,89):0:1.0:1:False:False:Binary
(307,90):0:1.0:1:False:False:Binary
(307,91):0:1.0:1:False:False:Binary
(307,92):0:0:1:True:True:Binary
(307,93):0:0:1:True:True:Binary
(307,94):0:0:1:True:True:Binary
(307,95):0:0:1:True:True:Binary
(307,96):0:0:1:True:True:Binary
(308,1):0:0:1:True:True:Binary
(308,2):0:0:1:True:True:Binary
(308,3):0:0:1:True:True:Binary
(308,4):0:0:1:True:True:Binary
(308,5):0:0:1:True:True:Binary
(308,6):0:0:1:True:True:Binary
(308,7):0:0:1:True:True:Binary
(308,8):0:-0.0:1:False:False:Binary
(308,9):0:1.0:1:False:False:Binary
(308,10):0:-0.0:1:False:False:Binary
(308,11):0:-0.0:1:False:False:Binary
(308,12):0:-0.0:1:False:False:Binary
(308,13):0:1.0:1:False:False:Binary
(308,14):0:-0.0:1:False:False:Binary
(308,15):0:-0.0:1:False:False:Binary
(308,16):0:-0.0:1:False:False:Binary
(308,17):0:1.0:1:False:False:Binary
(308,18):0:-0.0:1:False:False:Binary
(308,19):0:-0.0:1:False:False:Binary
(308,20):0:-0.0:1:False:False:Binary
(308,21):0:-0.0:1:False:False:Binary
(308,22):0:-0.0:1:False:False:Binary
(308,23):0:1.0:1:False:False:Binary
(308,24):0:-0.0:1:False:False:Binary
(308,25):0:-0.0:1:False:False:Binary
(308,26):0:-0.0:1:False:False:Binary
(308,27):0:-0.0:1:False:False:Binary
(308,28):0:-0.0:1:False:False:Binary
(308,29):0:-0.0:1:False:False:Binary
(308,30):0:-0.0:1:False:False:Binary
(308,31):0:1.0:1:False:False:Binary
(308,32):0:1.0:1:False:False:Binary
(308,33):0:-0.0:1:False:False:Binary
(308,34):0:-0.0:1:False:False:Binary
(308,35):0:1.0:1:False:False:Binary
(308,36):0:1.0:1:False:False:Binary
(308,37):0:1.0:1:False:False:Binary
(308,38):0:1.0:1:False:False:Binary
(308,39):0:1.0:1:False:False:Binary
(308,40):0:1.0:1:False:False:Binary
(308,41):0:-0.0:1:False:False:Binary
(308,42):0:1.0:1:False:False:Binary
(308,43):0:1.0:1:False:False:Binary
(308,44):0:1.0:1:False:False:Binary
(308,45):0:-0.0:1:False:False:Binary
(308,46):0:1.0:1:False:False:Binary
(308,47):0:1.0:1:False:False:Binary
(308,48):0:1.0:1:False:False:Binary
(308,49):0:1.0:1:False:False:Binary
(308,50):0:1.0:1:False:False:Binary
(308,51):0:1.0:1:False:False:Binary
(308,52):0:1.0:1:False:False:Binary
(308,53):0:1.0:1:False:False:Binary
(308,54):0:1.0:1:False:False:Binary
(308,55):0:-0.0:1:False:False:Binary
(308,56):0:1.0:1:False:False:Binary
(308,57):0:1.0:1:False:False:Binary
(308,58):0:1.0:1:False:False:Binary
(308,59):0:1.0:1:False:False:Binary
(308,60):0:1.0:1:False:False:Binary
(308,61):0:1.0:1:False:False:Binary
(308,62):0:1.0:1:False:False:Binary
(308,63):0:-0.0:1:False:False:Binary
(308,64):0:1.0:1:False:False:Binary
(308,65):0:1.0:1:False:False:Binary
(308,66):0:1.0:1:False:False:Binary
(308,67):0:1.0:1:False:False:Binary
(308,68):0:1.0:1:False:False:Binary
(308,69):0:1.0:1:False:False:Binary
(308,70):0:1.0:1:False:False:Binary
(308,71):0:-0.0:1:False:False:Binary
(308,72):0:-0.0:1:False:False:Binary
(308,73):0:-0.0:1:False:False:Binary
(308,74):0:1.0:1:False:False:Binary
(308,75):0:1.0:1:False:False:Binary
(308,76):0:1.0:1:False:False:Binary
(308,77):0:1.0:1:False:False:Binary
(308,78):0:1.0:1:False:False:Binary
(308,79):0:1.0:1:False:False:Binary
(308,80):0:1.0:1:False:False:Binary
(308,81):0:-0.0:1:False:False:Binary
(308,82):0:-0.0:1:False:False:Binary
(308,83):0:1.0:1:False:False:Binary
(308,84):0:1.0:1:False:False:Binary
(308,85):0:1.0:1:False:False:Binary
(308,86):0:1.0:1:False:False:Binary
(308,87):0:1.0:1:False:False:Binary
(308,88):0:1.0:1:False:False:Binary
(308,89):0:1.0:1:False:False:Binary
(308,90):0:1.0:1:False:False:Binary
(308,91):0:1.0:1:False:False:Binary
(308,92):0:-0.0:1:False:False:Binary
(308,93):0:1.0:1:False:False:Binary
(308,94):0:1.0:1:False:False:Binary
(308,95):0:0:1:True:True:Binary
(308,96):0:0:1:True:True:Binary
(309,1):0:0:1:True:True:Binary
(309,2):0:0:1:True:True:Binary
(309,3):0:0:1:True:True:Binary
(309,4):0:0:1:True:True:Binary
(309,5):0:0:1:True:True:Binary
(309,6):0:0:1:True:True:Binary
(309,7):0:0:1:True:True:Binary
(309,8):0:0:1:True:True:Binary
(309,9):0:0:1:True:True:Binary
(309,10):0:-0.0:1:False:False:Binary
(309,11):0:-0.0:1:False:False:Binary
(309,12):0:-0.0:1:False:False:Binary
(309,13):0:-0.0:1:False:False:Binary
(309,14):0:-0.0:1:False:False:Binary
(309,15):0:-0.0:1:False:False:Binary
(309,16):0:-0.0:1:False:False:Binary
(309,17):0:-0.0:1:False:False:Binary
(309,18):0:-0.0:1:False:False:Binary
(309,19):0:1.0:1:False:False:Binary
(309,20):0:-0.0:1:False:False:Binary
(309,21):0:-0.0:1:False:False:Binary
(309,22):0:-0.0:1:False:False:Binary
(309,23):0:-0.0:1:False:False:Binary
(309,24):0:-0.0:1:False:False:Binary
(309,25):0:-0.0:1:False:False:Binary
(309,26):0:-0.0:1:False:False:Binary
(309,27):0:-0.0:1:False:False:Binary
(309,28):0:-0.0:1:False:False:Binary
(309,29):0:-0.0:1:False:False:Binary
(309,30):0:-0.0:1:False:False:Binary
(309,31):0:-0.0:1:False:False:Binary
(309,32):0:1.0:1:False:False:Binary
(309,33):0:1.0:1:False:False:Binary
(309,34):0:-0.0:1:False:False:Binary
(309,35):0:1.0:1:False:False:Binary
(309,36):0:1.0:1:False:False:Binary
(309,37):0:1.0:1:False:False:Binary
(309,38):0:-0.0:1:False:False:Binary
(309,39):0:1.0:1:False:False:Binary
(309,40):0:1.0:1:False:False:Binary
(309,41):0:-0.0:1:False:False:Binary
(309,42):0:1.0:1:False:False:Binary
(309,43):0:-0.0:1:False:False:Binary
(309,44):0:1.0:1:False:False:Binary
(309,45):0:1.0:1:False:False:Binary
(309,46):0:1.0:1:False:False:Binary
(309,47):0:-0.0:1:False:False:Binary
(309,48):0:-0.0:1:False:False:Binary
(309,49):0:1.0:1:False:False:Binary
(309,50):0:1.0:1:False:False:Binary
(309,51):0:1.0:1:False:False:Binary
(309,52):0:1.0:1:False:False:Binary
(309,53):0:1.0:1:False:False:Binary
(309,54):0:1.0:1:False:False:Binary
(309,55):0:1.0:1:False:False:Binary
(309,56):0:-0.0:1:False:False:Binary
(309,57):0:1.0:1:False:False:Binary
(309,58):0:-0.0:1:False:False:Binary
(309,59):0:1.0:1:False:False:Binary
(309,60):0:1.0:1:False:False:Binary
(309,61):0:1.0:1:False:False:Binary
(309,62):0:-0.0:1:False:False:Binary
(309,63):0:1.0:1:False:False:Binary
(309,64):0:-0.0:1:False:False:Binary
(309,65):0:1.0:1:False:False:Binary
(309,66):0:1.0:1:False:False:Binary
(309,67):0:-0.0:1:False:False:Binary
(309,68):0:1.0:1:False:False:Binary
(309,69):0:1.0:1:False:False:Binary
(309,70):0:1.0:1:False:False:Binary
(309,71):0:-0.0:1:False:False:Binary
(309,72):0:-0.0:1:False:False:Binary
(309,73):0:-0.0:1:False:False:Binary
(309,74):0:1.0:1:False:False:Binary
(309,75):0:-0.0:1:False:False:Binary
(309,76):0:-0.0:1:False:False:Binary
(309,77):0:1.0:1:False:False:Binary
(309,78):0:-0.0:1:False:False:Binary
(309,79):0:-0.0:1:False:False:Binary
(309,80):0:1.0:1:False:False:Binary
(309,81):0:-0.0:1:False:False:Binary
(309,82):0:-0.0:1:False:False:Binary
(309,83):0:-0.0:1:False:False:Binary
(309,84):0:-0.0:1:False:False:Binary
(309,85):0:1.0:1:False:False:Binary
(309,86):0:1.0:1:False:False:Binary
(309,87):0:1.0:1:False:False:Binary
(309,88):0:-0.0:1:False:False:Binary
(309,89):0:0:1:True:True:Binary
(309,90):0:0:1:True:True:Binary
(309,91):0:0:1:True:True:Binary
(309,92):0:0:1:True:True:Binary
(309,93):0:0:1:True:True:Binary
(309,94):0:0:1:True:True:Binary
(309,95):0:0:1:True:True:Binary
(309,96):0:0:1:True:True:Binary
(310,1):0:0:1:True:True:Binary
(310,2):0:0:1:True:True:Binary
(310,3):0:0:1:True:True:Binary
(310,4):0:0:1:True:True:Binary
(310,5):0:0:1:True:True:Binary
(310,6):0:0:1:True:True:Binary
(310,7):0:0:1:True:True:Binary
(310,8):0:0:1:True:True:Binary
(310,9):0:1.0:1:False:False:Binary
(310,10):0:1.0:1:False:False:Binary
(310,11):0:1.0:1:False:False:Binary
(310,12):0:1.0:1:False:False:Binary
(310,13):0:1.0:1:False:False:Binary
(310,14):0:1.0:1:False:False:Binary
(310,15):0:1.0:1:False:False:Binary
(310,16):0:1.0:1:False:False:Binary
(310,17):0:1.0:1:False:False:Binary
(310,18):0:1.0:1:False:False:Binary
(310,19):0:1.0:1:False:False:Binary
(310,20):0:1.0:1:False:False:Binary
(310,21):0:1.0:1:False:False:Binary
(310,22):0:1.0:1:False:False:Binary
(310,23):0:1.0:1:False:False:Binary
(310,24):0:1.0:1:False:False:Binary
(310,25):0:1.0:1:False:False:Binary
(310,26):0:1.0:1:False:False:Binary
(310,27):0:1.0:1:False:False:Binary
(310,28):0:1.0:1:False:False:Binary
(310,29):0:1.0:1:False:False:Binary
(310,30):0:1.0:1:False:False:Binary
(310,31):0:1.0:1:False:False:Binary
(310,32):0:1.0:1:False:False:Binary
(310,33):0:1.0:1:False:False:Binary
(310,34):0:-0.0:1:False:False:Binary
(310,35):0:1.0:1:False:False:Binary
(310,36):0:1.0:1:False:False:Binary
(310,37):0:1.0:1:False:False:Binary
(310,38):0:1.0:1:False:False:Binary
(310,39):0:1.0:1:False:False:Binary
(310,40):0:1.0:1:False:False:Binary
(310,41):0:1.0:1:False:False:Binary
(310,42):0:-0.0:1:False:False:Binary
(310,43):0:-0.0:1:False:False:Binary
(310,44):0:1.0:1:False:False:Binary
(310,45):0:1.0:1:False:False:Binary
(310,46):0:1.0:1:False:False:Binary
(310,47):0:-0.0:1:False:False:Binary
(310,48):0:1.0:1:False:False:Binary
(310,49):0:1.0:1:False:False:Binary
(310,50):0:-0.0:1:False:False:Binary
(310,51):0:1.0:1:False:False:Binary
(310,52):0:1.0:1:False:False:Binary
(310,53):0:1.0:1:False:False:Binary
(310,54):0:1.0:1:False:False:Binary
(310,55):0:1.0:1:False:False:Binary
(310,56):0:-0.0:1:False:False:Binary
(310,57):0:1.0:1:False:False:Binary
(310,58):0:-0.0:1:False:False:Binary
(310,59):0:1.0:1:False:False:Binary
(310,60):0:1.0:1:False:False:Binary
(310,61):0:1.0:1:False:False:Binary
(310,62):0:-0.0:1:False:False:Binary
(310,63):0:1.0:1:False:False:Binary
(310,64):0:1.0:1:False:False:Binary
(310,65):0:-0.0:1:False:False:Binary
(310,66):0:1.0:1:False:False:Binary
(310,67):0:1.0:1:False:False:Binary
(310,68):0:1.0:1:False:False:Binary
(310,69):0:1.0:1:False:False:Binary
(310,70):0:1.0:1:False:False:Binary
(310,71):0:-0.0:1:False:False:Binary
(310,72):0:1.0:1:False:False:Binary
(310,73):0:-0.0:1:False:False:Binary
(310,74):0:-0.0:1:False:False:Binary
(310,75):0:1.0:1:False:False:Binary
(310,76):0:-0.0:1:False:False:Binary
(310,77):0:-0.0:1:False:False:Binary
(310,78):0:1.0:1:False:False:Binary
(310,79):0:-0.0:1:False:False:Binary
(310,80):0:1.0:1:False:False:Binary
(310,81):0:1.0:1:False:False:Binary
(310,82):0:-0.0:1:False:False:Binary
(310,83):0:-0.0:1:False:False:Binary
(310,84):0:-0.0:1:False:False:Binary
(310,85):0:1.0:1:False:False:Binary
(310,86):0:-0.0:1:False:False:Binary
(310,87):0:1.0:1:False:False:Binary
(310,88):0:1.0:1:False:False:Binary
(310,89):0:1.0:1:False:False:Binary
(310,90):0:0:1:True:True:Binary
(310,91):0:0:1:True:True:Binary
(310,92):0:0:1:True:True:Binary
(310,93):0:0:1:True:True:Binary
(310,94):0:0:1:True:True:Binary
(310,95):0:0:1:True:True:Binary
(310,96):0:0:1:True:True:Binary
(311,1):0:0:1:True:True:Binary
(311,2):0:-0.0:1:False:False:Binary
(311,3):0:-0.0:1:False:False:Binary
(311,4):0:-0.0:1:False:False:Binary
(311,5):0:-0.0:1:False:False:Binary
(311,6):0:-0.0:1:False:False:Binary
(311,7):0:-0.0:1:False:False:Binary
(311,8):0:-0.0:1:False:False:Binary
(311,9):0:-0.0:1:False:False:Binary
(311,10):0:-0.0:1:False:False:Binary
(311,11):0:1.0:1:False:False:Binary
(311,12):0:1.0:1:False:False:Binary
(311,13):0:-0.0:1:False:False:Binary
(311,14):0:1.0:1:False:False:Binary
(311,15):0:1.0:1:False:False:Binary
(311,16):0:-0.0:1:False:False:Binary
(311,17):0:-0.0:1:False:False:Binary
(311,18):0:1.0:1:False:False:Binary
(311,19):0:-0.0:1:False:False:Binary
(311,20):0:1.0:1:False:False:Binary
(311,21):0:-0.0:1:False:False:Binary
(311,22):0:-0.0:1:False:False:Binary
(311,23):0:1.0:1:False:False:Binary
(311,24):0:-0.0:1:False:False:Binary
(311,25):0:1.0:1:False:False:Binary
(311,26):0:1.0:1:False:False:Binary
(311,27):0:-0.0:1:False:False:Binary
(311,28):0:-0.0:1:False:False:Binary
(311,29):0:1.0:1:False:False:Binary
(311,30):0:1.0:1:False:False:Binary
(311,31):0:-0.0:1:False:False:Binary
(311,32):0:1.0:1:False:False:Binary
(311,33):0:1.0:1:False:False:Binary
(311,34):0:-0.0:1:False:False:Binary
(311,35):0:-0.0:1:False:False:Binary
(311,36):0:-0.0:1:False:False:Binary
(311,37):0:-0.0:1:False:False:Binary
(311,38):0:-0.0:1:False:False:Binary
(311,39):0:1.0:1:False:False:Binary
(311,40):0:1.0:1:False:False:Binary
(311,41):0:-0.0:1:False:False:Binary
(311,42):0:-0.0:1:False:False:Binary
(311,43):0:-0.0:1:False:False:Binary
(311,44):0:1.0:1:False:False:Binary
(311,45):0:-0.0:1:False:False:Binary
(311,46):0:-0.0:1:False:False:Binary
(311,47):0:-0.0:1:False:False:Binary
(311,48):0:-0.0:1:False:False:Binary
(311,49):0:-0.0:1:False:False:Binary
(311,50):0:-0.0:1:False:False:Binary
(311,51):0:-0.0:1:False:False:Binary
(311,52):0:1.0:1:False:False:Binary
(311,53):0:-0.0:1:False:False:Binary
(311,54):0:1.0:1:False:False:Binary
(311,55):0:1.0:1:False:False:Binary
(311,56):0:-0.0:1:False:False:Binary
(311,57):0:-0.0:1:False:False:Binary
(311,58):0:-0.0:1:False:False:Binary
(311,59):0:1.0:1:False:False:Binary
(311,60):0:-0.0:1:False:False:Binary
(311,61):0:-0.0:1:False:False:Binary
(311,62):0:-0.0:1:False:False:Binary
(311,63):0:-0.0:1:False:False:Binary
(311,64):0:-0.0:1:False:False:Binary
(311,65):0:-0.0:1:False:False:Binary
(311,66):0:-0.0:1:False:False:Binary
(311,67):0:-0.0:1:False:False:Binary
